Trip ID,Request Time (UTC),Begin Trip Time (UTC),Begin Trip Lat,Begin Trip Lng,Begin Trip Address,Dropoff Time (UTC),Dropoff Lat,Dropoff Lng,Dropoff Address,Distance (miles),Duration (min),Fare Amount,Tip Amount,Fee Amount,Total Amount,Fare Currency,Trip or Order Status,Product Type,City,Surge Multiplier
SYN-UBR-000173,2024-08-06 08:27:00 +0000 UTC,2024-08-06 08:28:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-08-06 08:35:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.58,7,7.34,0,1.95,9.29,USD,completed,UberX,San Francisco,
SYN-UBR-000174,2024-08-06 18:02:00 +0000 UTC,2024-08-06 18:03:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-08-06 18:12:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.7,9,8.27,1.85,2.46,12.58,USD,completed,UberX,San Francisco,
SYN-UBR-000175,2024-08-07 19:23:00 +0000 UTC,2024-08-07 19:24:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-08-07 19:29:00 +0000 UTC,37.77,-122.43,"Gym (synthetic, Hayes Valley)",0.91,5,7.63,3.22,2.4,13.25,USD,completed,UberX,San Francisco,
SYN-UBR-000176,2024-08-08 08:29:00 +0000 UTC,2024-08-08 08:30:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-08-08 08:37:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.64,7,7.76,2.67,2.93,13.36,USD,completed,UberX,San Francisco,
SYN-UBR-000177,2024-08-08 18:31:00 +0000 UTC,2024-08-08 18:32:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-08-08 18:40:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.8,8,8.91,3.06,2.26,14.23,USD,completed,Uber Comfort,San Francisco,
SYN-UBR-000178,2024-08-09 23:04:00 +0000 UTC,2024-08-09 23:04:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-08-09 23:08:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",0.52,4,7.61,0,2.11,9.72,USD,completed,UberX,San Francisco,
SYN-UBR-000179,2024-08-10 01:46:00 +0000 UTC,2024-08-10 01:46:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",2024-08-10 01:50:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.4,4,6.84,3.2,2.56,12.6,USD,completed,Uber Comfort,San Francisco,
SYN-UBR-000180,2024-08-11 11:59:00 +0000 UTC,2024-08-11 12:00:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-08-11 12:04:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",0.56,4,7.07,3.09,3.07,13.23,USD,completed,UberX,San Francisco,
SYN-UBR-000181,2024-08-11 12:10:00 +0000 UTC,2024-08-11 12:10:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-08-11 12:42:00 +0000 UTC,37.62,-122.38,SFO Terminal 2 (synthetic),9.83,32,31.23,0,2.14,33.37,USD,completed,UberX,San Francisco,
SYN-UBR-000182,2024-08-11 13:18:00 +0000 UTC,2024-08-11 13:18:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",2024-08-11 13:22:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.6,4,6.81,3.24,2.08,12.13,USD,completed,UberX,San Francisco,
SYN-UBR-000183,2024-08-13 08:32:00 +0000 UTC,2024-08-13 08:33:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-08-13 08:42:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.85,9,7.73,2.75,2.23,12.71,USD,completed,UberX,San Francisco,
SYN-UBR-000184,2024-08-13 18:39:00 +0000 UTC,2024-08-13 18:39:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-08-13 18:45:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.83,6,7.96,2.84,2.85,13.65,USD,completed,UberX,San Francisco,
SYN-UBR-000185,2024-08-15 08:10:00 +0000 UTC,2024-08-15 08:10:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-08-15 08:19:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.81,9,8.99,0,2.42,11.41,USD,completed,UberX,San Francisco,
SYN-UBR-000186,2024-08-15 18:33:00 +0000 UTC,2024-08-15 18:33:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-08-15 18:43:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.79,10,7.92,2.53,2.44,12.89,USD,completed,Uber Comfort,San Francisco,
SYN-UBR-000187,2024-08-16 23:50:00 +0000 UTC,2024-08-16 23:50:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-08-16 23:55:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",0.44,5,6.84,2.28,1.98,11.1,USD,completed,UberX,San Francisco,
SYN-UBR-000188,2024-08-17 01:16:00 +0000 UTC,2024-08-17 01:16:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",2024-08-17 01:22:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.7,6,6.74,1.84,2.11,10.69,USD,completed,Uber Comfort,San Francisco,
SYN-UBR-000189,2024-08-17 11:49:00 +0000 UTC,2024-08-17 11:49:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-08-17 11:54:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",0.67,5,7.54,1.76,2.76,12.06,USD,completed,UberX,San Francisco,
SYN-UBR-000190,2024-08-17 13:13:00 +0000 UTC,2024-08-17 13:13:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",2024-08-17 13:18:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.34,5,7.27,1.83,2.6,11.7,USD,completed,UberX,San Francisco,
SYN-UBR-000191,2024-08-17 20:57:00 +0000 UTC,2024-08-17 20:57:00 +0000 UTC,37.62,-122.38,SFO Terminal 2 (synthetic),2024-08-17 21:32:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",9.77,35,31.65,0,2.53,34.18,USD,completed,Uber Comfort,San Francisco,
SYN-UBR-000192,2024-08-20 08:12:00 +0000 UTC,2024-08-20 08:12:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-08-20 08:18:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.94,6,7.02,3.5,1.73,12.25,USD,completed,UberX,San Francisco,
SYN-UBR-000193,2024-08-20 18:40:00 +0000 UTC,2024-08-20 18:41:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-08-20 18:48:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.94,7,8.49,1.95,3.09,13.53,USD,completed,Uber Comfort,San Francisco,
SYN-UBR-000194,2024-08-22 08:15:00 +0000 UTC,2024-08-22 08:15:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-08-22 08:23:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.57,8,8.73,3.18,1.85,13.76,USD,completed,UberX,San Francisco,
SYN-UBR-000195,2024-08-22 18:05:00 +0000 UTC,2024-08-22 18:05:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-08-22 18:12:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.6,7,7.19,2.55,2.09,11.83,USD,completed,UberX,San Francisco,
SYN-UBR-000196,2024-08-23 23:05:00 +0000 UTC,2024-08-23 23:05:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-08-23 23:10:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",0.47,5,6.98,1.67,1.83,10.48,USD,completed,UberX,San Francisco,
SYN-UBR-000197,2024-08-24 02:25:00 +0000 UTC,2024-08-24 02:25:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",2024-08-24 02:30:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.7,5,6.29,0,2.99,9.28,USD,completed,UberX,San Francisco,
SYN-UBR-000198,2024-08-25 11:25:00 +0000 UTC,2024-08-25 11:25:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-08-25 11:30:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",0.68,5,7.61,1.86,3.11,12.58,USD,completed,UberX,San Francisco,
SYN-UBR-000199,2024-08-25 13:54:00 +0000 UTC,2024-08-25 13:55:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",2024-08-25 13:59:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.55,4,6.63,3.34,2.64,12.61,USD,completed,UberX,San Francisco,
SYN-UBR-000200,2024-08-27 08:28:00 +0000 UTC,2024-08-27 08:29:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-08-27 08:36:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.8,7,7.55,0,2.69,10.24,USD,completed,Uber Pool,San Francisco,
SYN-UBR-000201,2024-08-27 18:16:00 +0000 UTC,2024-08-27 18:17:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-08-27 18:24:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.57,7,7.57,0,2.86,10.43,USD,completed,UberX,San Francisco,
SYN-UBR-000202,2024-08-29 08:15:00 +0000 UTC,2024-08-29 08:15:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-08-29 08:24:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.72,9,7.63,1.97,2.6,12.2,USD,completed,UberX,San Francisco,
SYN-UBR-000203,2024-08-29 18:02:00 +0000 UTC,2024-08-29 18:02:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-08-29 18:08:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.61,6,8.24,3,2.3,13.54,USD,completed,Uber Comfort,San Francisco,
SYN-UBR-000204,2024-08-30 23:20:00 +0000 UTC,2024-08-30 23:21:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-08-30 23:25:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",0.39,4,7.31,1.59,2.65,11.55,USD,completed,UberX,San Francisco,
SYN-UBR-000205,2024-08-31 03:20:00 +0000 UTC,2024-08-31 03:21:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",2024-08-31 03:26:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.66,5,7.04,0,2.65,9.69,USD,completed,UberX,San Francisco,
SYN-UBR-000206,2024-09-01 11:56:00 +0000 UTC,2024-09-01 11:56:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-09-01 12:01:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",0.57,5,6.91,0,3.08,9.99,USD,completed,UberX,San Francisco,
SYN-UBR-000207,2024-09-01 13:08:00 +0000 UTC,2024-09-01 13:09:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",2024-09-01 13:13:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.6,4,6.93,0,1.73,8.66,USD,completed,UberX,San Francisco,
SYN-UBR-000208,2024-09-03 08:10:00 +0000 UTC,2024-09-03 08:11:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-09-03 08:20:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.64,9,7.96,2.6,2.34,12.9,USD,completed,UberX,San Francisco,
SYN-UBR-000209,2024-09-03 18:36:00 +0000 UTC,2024-09-03 18:37:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-09-03 18:45:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.73,8,8.75,0,1.75,10.5,USD,completed,Uber Comfort,San Francisco,
SYN-UBR-000210,2024-09-05 08:07:00 +0000 UTC,2024-09-05 08:08:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-09-05 08:17:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.56,9,8.31,0,1.85,10.16,USD,completed,UberX,San Francisco,
SYN-UBR-000211,2024-09-05 18:29:00 +0000 UTC,2024-09-05 18:30:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-09-05 18:36:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.82,6,7.74,0,2.26,10,USD,completed,UberX,San Francisco,
SYN-UBR-000212,2024-09-06 23:13:00 +0000 UTC,2024-09-06 23:13:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-09-06 23:17:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",0.43,4,7.01,2.37,3.03,12.41,USD,completed,UberX,San Francisco,
SYN-UBR-000213,2024-09-07 02:08:00 +0000 UTC,2024-09-07 02:08:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",2024-09-07 02:13:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.48,5,7.01,0,2.84,9.85,USD,completed,UberX,San Francisco,
SYN-UBR-000214,2024-09-07 11:42:00 +0000 UTC,2024-09-07 11:43:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-09-07 11:47:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",0.34,4,7.58,2.45,2.77,12.8,USD,completed,UberX,San Francisco,
SYN-UBR-000215,2024-09-07 13:13:00 +0000 UTC,2024-09-07 13:14:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",2024-09-07 13:20:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.48,6,6.28,0,1.89,8.17,USD,completed,UberX,San Francisco,
SYN-UBR-000216,2024-09-10 08:28:00 +0000 UTC,2024-09-10 08:28:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-09-10 08:34:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.87,6,7.89,0,2.94,10.83,USD,completed,UberX,San Francisco,
SYN-UBR-000217,2024-09-10 18:34:00 +0000 UTC,2024-09-10 18:35:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-09-10 18:43:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.89,8,7.58,0,1.86,9.44,USD,completed,UberX,San Francisco,
SYN-UBR-000218,2024-09-12 08:07:00 +0000 UTC,2024-09-12 08:07:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-09-12 08:14:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.64,7,8.22,0,2.32,10.54,USD,completed,UberX,San Francisco,
SYN-UBR-000219,2024-09-12 18:21:00 +0000 UTC,2024-09-12 18:21:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-09-12 18:27:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.72,6,7.68,0,2.16,9.84,USD,completed,Uber Comfort,San Francisco,
SYN-UBR-000220,2024-09-15 11:14:00 +0000 UTC,2024-09-15 11:14:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-09-15 11:18:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",0.46,4,6.88,3.45,1.9,12.23,USD,completed,UberX,San Francisco,
SYN-UBR-000221,2024-09-15 13:02:00 +0000 UTC,2024-09-15 13:03:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",2024-09-15 13:07:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.66,4,7.74,1.58,2.39,11.71,USD,completed,UberX,San Francisco,
SYN-UBR-000222,2024-09-17 08:07:00 +0000 UTC,2024-09-17 08:07:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-09-17 08:13:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.75,6,8.28,0,2.4,10.68,USD,completed,UberX,San Francisco,
SYN-UBR-000223,2024-09-17 18:30:00 +0000 UTC,2024-09-17 18:31:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-09-17 18:38:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.8,7,7.42,0,1.75,9.17,USD,completed,Uber Comfort,San Francisco,
SYN-UBR-000224,2024-09-18 19:35:00 +0000 UTC,2024-09-18 19:36:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-09-18 19:41:00 +0000 UTC,37.74,-122.41,"Parents (synthetic, Bernal)",1.5,5,6.63,0,1.78,8.41,USD,completed,UberX,San Francisco,
SYN-UBR-000225,2024-09-19 08:28:00 +0000 UTC,2024-09-19 08:28:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-09-19 08:36:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.78,8,8.39,1.84,2.45,12.68,USD,completed,UberX,San Francisco,
SYN-UBR-000226,2024-09-19 18:17:00 +0000 UTC,2024-09-19 18:18:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-09-19 18:25:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.75,7,7.25,1.7,1.71,10.66,USD,completed,UberX,San Francisco,
SYN-UBR-000227,2024-09-24 08:12:00 +0000 UTC,2024-09-24 08:13:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-09-24 08:19:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.92,6,7.28,2.06,2.12,11.46,USD,completed,UberX,San Francisco,
SYN-UBR-000228,2024-09-24 18:34:00 +0000 UTC,2024-09-24 18:34:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-09-24 18:41:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.71,7,8.41,0,2.38,10.79,USD,completed,UberX,San Francisco,
SYN-UBR-000229,2024-09-26 08:27:00 +0000 UTC,2024-09-26 08:28:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-09-26 08:36:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.7,8,8.05,1.98,2.64,12.67,USD,completed,UberX,San Francisco,
SYN-UBR-000230,2024-09-26 18:22:00 +0000 UTC,2024-09-26 18:23:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-09-26 18:29:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.57,6,7.32,0,2.25,9.57,USD,completed,UberX,San Francisco,
SYN-UBR-000231,2024-09-27 23:36:00 +0000 UTC,2024-09-27 23:37:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-09-27 23:42:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",0.5,5,7.72,2.68,2.95,13.35,USD,completed,UberX,San Francisco,
SYN-UBR-000232,2024-09-28 02:16:00 +0000 UTC,2024-09-28 02:16:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",2024-09-28 02:20:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.49,4,7.52,2.04,2.93,12.49,USD,completed,UberX,San Francisco,
SYN-UBR-000233,2024-10-01 08:23:00 +0000 UTC,2024-10-01 08:23:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-10-01 08:31:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.81,8,7.71,1.58,2.69,11.98,USD,completed,Uber Pool,San Francisco,
SYN-UBR-000234,2024-10-01 18:10:00 +0000 UTC,2024-10-01 18:11:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-10-01 18:17:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.69,6,7.16,0,2.66,9.82,USD,completed,UberX,San Francisco,
SYN-UBR-000235,2024-10-03 08:31:00 +0000 UTC,2024-10-03 08:31:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-10-03 08:40:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.59,9,8.06,2.65,2.05,12.76,USD,completed,UberX,San Francisco,
SYN-UBR-000236,2024-10-03 18:02:00 +0000 UTC,2024-10-03 18:03:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-10-03 18:11:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.94,8,8.64,2.63,2.37,13.64,USD,completed,UberX,San Francisco,
SYN-UBR-000237,2024-10-04 23:54:00 +0000 UTC,2024-10-04 23:54:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-10-04 23:59:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",0.65,5,7.02,2.82,1.74,11.58,USD,completed,UberX,San Francisco,
SYN-UBR-000238,2024-10-05 03:13:00 +0000 UTC,2024-10-05 03:13:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",2024-10-05 03:17:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.74,4,6.32,0,2.69,9.01,USD,completed,UberX,San Francisco,
SYN-UBR-000239,2024-10-06 11:20:00 +0000 UTC,2024-10-06 11:21:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-10-06 11:26:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",0.41,5,6.47,2.68,2.27,11.42,USD,completed,UberX,San Francisco,
SYN-UBR-000240,2024-10-06 13:34:00 +0000 UTC,2024-10-06 13:35:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",2024-10-06 13:41:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.51,6,6.49,2.34,2.78,11.61,USD,completed,UberX,San Francisco,
SYN-UBR-000241,2024-10-10 08:27:00 +0000 UTC,2024-10-10 08:28:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-10-10 08:37:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.78,9,8.2,0,2.04,10.24,USD,completed,UberX,San Francisco,
SYN-UBR-000242,2024-10-10 18:41:00 +0000 UTC,2024-10-10 18:41:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-10-10 18:48:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.84,7,6.91,0,2.29,9.2,USD,completed,UberX,San Francisco,
SYN-UBR-000243,2024-10-14 07:03:00 +0000 UTC,,37.76,-122.42,"Home (synthetic, Mission)",,37.78,-122.4,"Office (synthetic, SoMa)",0,0,5.14,0,0,5.14,USD,driver_cancelled,UberX,San Francisco,
SYN-UBR-000244,2024-10-15 08:29:00 +0000 UTC,2024-10-15 08:30:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-10-15 08:39:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.71,9,8.98,0,1.76,10.74,USD,completed,UberX,San Francisco,
SYN-UBR-000245,2024-10-15 18:41:00 +0000 UTC,2024-10-15 18:41:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-10-15 18:48:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.93,7,8.51,0,2.22,10.73,USD,completed,UberX,San Francisco,
SYN-UBR-000246,2024-10-17 08:17:00 +0000 UTC,2024-10-17 08:17:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-10-17 08:23:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.69,6,7.76,0,2.68,10.44,USD,completed,UberX,San Francisco,
SYN-UBR-000247,2024-10-17 18:12:00 +0000 UTC,2024-10-17 18:13:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-10-17 18:21:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.9,8,8.21,3.36,2.19,13.76,USD,completed,UberX,San Francisco,
SYN-UBR-000248,2024-10-18 23:17:00 +0000 UTC,2024-10-18 23:17:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-10-18 23:22:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",0.43,5,6.46,0,2.42,8.88,USD,completed,UberX,San Francisco,
SYN-UBR-000249,2024-10-19 01:01:00 +0000 UTC,2024-10-19 01:02:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",2024-10-19 01:06:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.69,4,7.71,1.57,2.26,11.54,USD,completed,UberX,San Francisco,
SYN-UBR-000250,2024-10-22 08:09:00 +0000 UTC,2024-10-22 08:10:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-10-22 08:19:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.63,9,9.13,2.95,2.63,14.71,USD,completed,UberX,San Francisco,
SYN-UBR-000251,2024-10-22 18:36:00 +0000 UTC,2024-10-22 18:37:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-10-22 18:47:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.85,10,8.76,2.64,2.72,14.12,USD,completed,UberX,San Francisco,
SYN-UBR-000252,2024-10-24 08:21:00 +0000 UTC,2024-10-24 08:22:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-10-24 08:29:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.83,7,7.86,3.32,2.88,14.06,USD,completed,UberX,San Francisco,
SYN-UBR-000253,2024-10-24 18:32:00 +0000 UTC,2024-10-24 18:33:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-10-24 18:41:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.75,8,8.12,3.49,2.05,13.66,USD,completed,UberX,San Francisco,
SYN-UBR-000254,2024-10-27 11:12:00 +0000 UTC,2024-10-27 11:12:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-10-27 11:16:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",0.47,4,7.63,0,3,10.63,USD,completed,UberX,San Francisco,
SYN-UBR-000255,2024-10-27 13:32:00 +0000 UTC,2024-10-27 13:32:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",2024-10-27 13:36:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.59,4,6.61,3.43,2.09,12.13,USD,completed,UberX,San Francisco,
SYN-UBR-000256,2024-10-30 19:05:00 +0000 UTC,2024-10-30 19:06:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-10-30 19:10:00 +0000 UTC,37.76,-122.41,"Grocery (synthetic, Mission)",0.39,4,7.18,2.41,2.33,11.92,USD,completed,UberX,San Francisco,
SYN-UBR-000257,2024-10-31 08:30:00 +0000 UTC,2024-10-31 08:31:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-10-31 08:37:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.87,6,8.34,0,2.19,10.53,USD,completed,UberX,San Francisco,
SYN-UBR-000258,2024-10-31 18:11:00 +0000 UTC,2024-10-31 18:11:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-10-31 18:19:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.85,8,9.05,0,2.03,11.08,USD,completed,UberX,San Francisco,
