CreateTime,Sender,StrContent,Type,Topic,Emotion,DayType
2024-10-07 23:55:01,Partner B,sleep soon,text,food,flat,normal
2024-10-08 00:00:11,Partner A,miss you,text,food,flat,normal
2024-10-08 00:07:09,Partner A,i saved this meme for you?,text,affection,warm,normal
2024-10-08 00:11:09,Partner A,presentation is finally done,text,work,flat,normal
2024-10-08 00:27:10,Partner B,laptop is about to die so i'll call later?,text,work,flat,normal
2024-10-08 00:29:06,Partner A,fine,text,food,flat,normal
2024-10-08 00:38:12,Partner B,i ordered delivery,text,food,flat,normal
2024-10-08 00:40:08,Partner A,ah,text,work,flat,normal
2024-10-08 00:41:11,Partner B,eat first,text,food,flat,normal
2024-10-08 00:57:06,Partner A,ah,text,food,flat,normal
2024-10-08 08:01:04,Partner A,eat what,text,work,flat,normal
2024-10-08 08:07:03,Partner B,on my way,text,conflict,frustrated,normal
2024-10-08 08:09:05,Partner A,?,text,family,flat,normal
2024-10-08 08:09:07,Partner A,lol you looked cute today,text,affection,warm,normal
2024-10-08 08:15:07,Partner A,?,text,work,flat,normal
2024-10-08 08:23:04,Partner A,awake?,text,money,flat,normal
2024-10-08 08:41:12,Partner A,omg,text,plans,flat,normal
2024-10-08 08:50:19,Partner A,fine,text,work,flat,normal
2024-10-08 08:53:00,Partner B,tickets are in my email?,text,plans,flat,normal
2024-10-08 09:01:12,Partner A,lol i am starving,text,food,flat,normal
2024-10-08 09:04:00,Partner A,awake?,text,commute,flat,normal
2024-10-08 09:15:10,Partner B,i'll take the package,text,chores,flat,normal
2024-10-08 09:15:30,Partner A,not funny,text,food,flat,normal
2024-10-08 09:17:05,Partner A,awake?,text,work,flat,normal
2024-10-08 09:20:12,Partner B,ten minutes if traffic behaves?,text,commute,flat,normal
2024-10-08 09:25:06,Partner A,look,text,work,flat,normal
2024-10-08 12:04:26,Partner B,let's do the later show,text,plans,flat,normal
2024-10-08 12:06:01,Partner B,don't rush,text,plans,flat,normal
2024-10-08 12:06:02,Partner A,tired,text,sleep,flat,normal
2024-10-08 12:10:40,Partner B,on my way,text,food,flat,normal
2024-10-08 12:20:08,Partner A,miss you,text,work,flat,normal
2024-10-08 12:28:04,Partner A,not funny,text,work,flat,normal
2024-10-08 12:30:05,Partner B,rice or noodles,text,food,flat,normal
2024-10-08 12:30:10,Partner B,i'll call after shower,text,sleep,flat,normal
2024-10-08 12:32:00,Partner B,bug is fixed but i need to watch it,text,work,flat,normal
2024-10-08 12:46:50,Partner A,you disappeared again,text,conflict,frustrated,normal
2024-10-08 12:51:08,Partner A,[image],image,food,flat,normal
2024-10-08 13:07:12,Partner A,no because i might be late after work?,text,work,flat,normal
2024-10-08 13:09:06,Partner B,home,text,food,flat,normal
2024-10-08 13:10:08,Partner A,where are you,text,plans,flat,normal
2024-10-08 13:13:11,Partner A,my mom asked about sunday,text,family,flat,normal
2024-10-08 13:14:35,Partner B,home,text,sleep,flat,normal
2024-10-08 13:19:11,Partner B,i'll take the package,text,chores,flat,normal
2024-10-08 18:00:06,Partner B,"i'll reply after standup, not ignoring you",text,work,flat,normal
2024-10-08 18:09:01,Partner A,wait can we not do spicy today?,text,food,flat,normal
2024-10-08 18:14:05,Partner A,look,text,food,flat,normal
2024-10-08 18:19:04,Partner A,tired,text,chores,flat,normal
2024-10-08 18:23:00,Partner B,i'll pick you up after this last call,text,commute,flat,normal
2024-10-08 18:30:02,Partner A,nooo,text,work,flat,normal
2024-10-08 18:31:07,Partner B,on my way,text,food,flat,normal
2024-10-08 18:50:06,Partner B,let's do the later show?,text,plans,flat,normal
2024-10-08 18:53:01,Partner A,i need to complain for five minutes,text,work,flat,normal
2024-10-08 18:53:12,Partner A,i am starving,text,food,flat,normal
2024-10-08 19:03:01,Partner B,reservation is 7:30?,text,plans,flat,normal
2024-10-08 19:03:20,Partner B,tickets are in my email,text,plans,flat,normal
2024-10-08 19:06:12,Partner A,train is packed,text,commute,flat,normal
2024-10-08 19:08:09,Partner A,omg call me for two minutes?,text,sleep,flat,normal
2024-10-08 19:09:09,Partner B,i'll check i can move it to sunday,text,plans,flat,normal
2024-10-08 19:37:31,Partner B,one sec there is soup at home,text,food,flat,normal
2024-10-08 19:40:08,Partner B,parking is impossible near your building,text,commute,flat,normal
2024-10-08 22:04:02,Partner B,sleep soon,text,sleep,flat,normal
2024-10-08 22:15:03,Partner A,miss you,text,work,flat,normal
2024-10-08 22:20:01,Partner A,tired,text,work,flat,normal
2024-10-08 22:23:06,Partner A,i just needed you to tell me?,text,repair,repairing,normal
2024-10-08 22:25:08,Partner A,ah,text,food,flat,normal
2024-10-08 22:46:05,Partner B,sleep soon,text,work,flat,normal
2024-10-08 23:00:05,Partner A,eat what,text,food,flat,normal
2024-10-08 23:10:40,Partner A,fine,text,commute,flat,normal
2024-10-08 23:15:06,Partner A,not funny,text,work,flat,normal
2024-10-08 23:21:00,Partner A,?,text,repair,repairing,normal
2024-10-08 23:22:01,Partner A,the sink is weird again,text,chores,flat,normal
2024-10-08 23:25:07,Partner A,where are you,text,food,flat,normal
2024-10-08 23:25:14,Partner B,i can cook eggs,text,food,flat,normal
2024-10-08 23:34:11,Partner B,reservation is 7:30,text,plans,flat,normal
2024-10-08 23:36:09,Partner B,i'll pick you up after this last call?,text,commute,flat,normal
2024-10-08 23:37:02,Partner B,ok,text,food,flat,normal
2024-10-08 23:38:03,Partner A,look,text,chores,flat,normal
2024-10-08 23:41:06,Partner A,i bought coffee already,text,food,flat,normal
2024-10-08 23:49:07,Partner A,?,text,work,flat,normal
2024-10-08 23:56:06,Partner A,are you sleeping,text,family,flat,normal
2024-10-09 00:01:09,Partner A,are you sleeping,text,work,flat,normal
2024-10-09 00:02:10,Partner B,deploy ran late so i was stuck for a while,text,work,flat,normal
2024-10-09 00:04:05,Partner A,are you sleeping,text,money,flat,normal
2024-10-09 00:12:00,Partner A,ah,text,family,flat,normal
2024-10-09 00:19:03,Partner A,are you sleeping,text,work,flat,normal
2024-10-09 00:22:07,Partner A,fine,text,chores,flat,normal
2024-10-09 00:29:12,Partner B,meeting,text,chores,flat,normal
2024-10-09 00:49:04,Partner B,laptop is about to die so i'll call later,text,work,flat,normal
2024-10-09 00:50:16,Partner B,sure,text,chores,flat,normal
2024-10-09 00:53:49,Partner A,[image],image,family,flat,normal
2024-10-09 08:02:03,Partner B,my bad i saved you some,text,food,flat,normal
2024-10-09 08:07:02,Partner A,i need to complain for five minutes?,text,work,flat,normal
2024-10-09 08:13:07,Partner A,[image],image,food,flat,normal
2024-10-09 08:18:13,Partner B,sleep first?,text,sleep,flat,normal
2024-10-09 08:19:03,Partner B,meeting ran over and i handled it badly,text,conflict,frustrated,normal
2024-10-09 08:29:06,Partner B,goodnight?,text,affection,warm,normal
2024-10-09 08:35:10,Partner B,"home safe, babe",text,affection,warm,normal
2024-10-09 08:39:07,Partner B,morning,text,money,flat,normal
2024-10-09 08:44:05,Partner B,there is soup at home,text,food,flat,normal
2024-10-09 08:51:34,Partner B,i'll call after shower,text,sleep,flat,normal
2024-10-09 09:00:07,Partner A,awake?,text,work,flat,normal
2024-10-09 09:18:06,Partner A,send me the address again,text,commute,flat,normal
2024-10-09 09:24:04,Partner A,trash day is tomorrow,text,chores,flat,normal
2024-10-09 09:26:11,Partner B,morning,text,chores,flat,normal
2024-10-09 12:03:26,Partner A,i saved this meme for you,text,affection,warm,normal
2024-10-09 12:05:12,Partner A,tired,text,food,flat,normal
2024-10-09 12:15:08,Partner B,"i know, sorry, i should have sent one message",text,conflict,frustrated,normal
2024-10-09 12:20:12,Partner A,wait,text,commute,flat,normal
2024-10-09 12:23:36,Partner B,ten minutes if traffic behaves?,text,commute,flat,normal
2024-10-09 12:27:14,Partner A,i need to complain for five minutes?,text,work,flat,normal
2024-10-09 12:46:06,Partner A,?,text,commute,flat,normal
2024-10-09 12:46:08,Partner A,wait,text,chores,flat,normal
2024-10-09 12:51:08,Partner A,where are you,text,chores,flat,normal
2024-10-09 13:02:03,Partner A,don't forget your id,text,plans,flat,normal
2024-10-09 13:05:21,Partner A,goodnight,text,sleep,flat,normal
2024-10-09 13:06:12,Partner A,the sink is weird again?,text,chores,flat,normal
2024-10-09 13:18:08,Partner A,i need to complain for five minutes,text,work,flat,normal
2024-10-09 13:26:50,Partner A,arrived,text,plans,flat,normal
2024-10-09 18:12:10,Partner B,home,text,money,flat,normal
2024-10-09 18:21:07,Partner A,not funny,text,chores,flat,normal
2024-10-09 18:25:00,Partner B,i saved you some,text,food,flat,normal
2024-10-09 18:26:03,Partner A,wait,text,work,flat,normal
2024-10-09 18:26:08,Partner A,wait,text,work,flat,normal
2024-10-09 18:36:00,Partner A,eat what,text,food,flat,normal
2024-10-09 18:36:09,Partner B,next time i'll say it earlier instead of vanishing,text,repair,repairing,normal
2024-10-09 18:39:12,Partner A,look,text,commute,flat,normal
2024-10-09 18:40:08,Partner B,home,text,food,flat,normal
2024-10-09 18:41:12,Partner B,sure,text,repair,repairing,normal
2024-10-09 18:46:01,Partner A,wait,text,work,flat,normal
2024-10-09 18:50:10,Partner B,close your laptop,text,sleep,flat,normal
2024-10-09 18:55:06,Partner A,?,text,work,flat,normal
2024-10-09 18:56:02,Partner A,lol i might be late after work,text,work,flat,normal
2024-10-09 18:59:29,Partner B,laptop is about to die so i'll call later?,text,work,flat,normal
2024-10-09 19:29:10,Partner A,[image],image,food,flat,normal
2024-10-09 19:33:05,Partner B,don't get another iced drink,text,food,flat,normal
2024-10-09 19:39:10,Partner A,laundry is still in the machine,text,chores,flat,normal
2024-10-09 19:53:12,Partner A,i might be late after work?,text,work,flat,normal
2024-10-09 22:00:53,Partner B,ok,text,chores,flat,normal
2024-10-09 22:01:04,Partner A,fine,text,sleep,flat,normal
2024-10-09 22:02:55,Partner A,are we still going tomorrow?,text,plans,flat,normal
2024-10-09 22:04:04,Partner A,miss you,text,chores,flat,normal
2024-10-09 22:07:40,Partner A,i'm so sleepy,text,sleep,flat,normal
2024-10-09 22:07:46,Partner A,can we not do spicy today,text,food,flat,normal
2024-10-09 22:08:10,Partner B,"i'll reply after standup, not ignoring you",text,work,flat,normal
2024-10-09 22:11:00,Partner A,fine,text,food,flat,normal
2024-10-09 22:14:04,Partner A,what are we eating,text,food,flat,normal
2024-10-09 22:33:18,Partner A,where are you,text,sleep,flat,normal
2024-10-09 22:42:00,Partner B,sleep soon,text,work,flat,normal
2024-10-09 22:44:09,Partner B,don't get another iced drink,text,food,flat,normal
2024-10-09 22:45:12,Partner A,traffic is not moving,text,commute,flat,normal
2024-10-09 22:47:04,Partner B,goodnight,text,sleep,flat,normal
2024-10-09 22:52:00,Partner A,arrived,text,food,flat,normal
2024-10-09 22:57:00,Partner B,deploy ran late so i was stuck for a while,text,work,flat,normal
2024-10-09 22:58:11,Partner B,"i'll check i'll reply after standup, not ignoring you?",text,work,flat,normal
2024-10-09 23:04:07,Partner A,are you sleeping,text,commute,flat,normal
2024-10-09 23:04:08,Partner A,eat what,text,food,flat,normal
2024-10-09 23:16:10,Partner B,i'll clean it tonight,text,chores,flat,normal
2024-10-09 23:20:00,Partner B,heading out i like our life,text,affection,warm,normal
2024-10-09 23:22:10,Partner B,ok budget says no more takeout,text,money,flat,normal
2024-10-09 23:25:04,Partner B,i'll check bug is fixed but i need to watch it?,text,work,flat,normal
2024-10-09 23:31:00,Partner A,omg,text,food,flat,normal
2024-10-09 23:38:01,Partner B,deploy ran late so i was stuck for a while?,text,work,flat,normal
2024-10-09 23:42:02,Partner B,parking is impossible near your building?,text,commute,flat,normal
2024-10-09 23:51:07,Partner B,don't rush,text,food,flat,normal
2024-10-09 23:54:05,Partner B,sleep soon,text,food,flat,normal
2024-10-09 23:56:05,Partner A,arrived,text,commute,flat,normal
2024-10-10 00:00:21,Partner B,i'm on line 2 and the train is crawling,text,commute,flat,normal
2024-10-10 00:01:20,Partner A,trash day is tomorrow,text,chores,flat,normal
2024-10-10 00:04:06,Partner A,where are you,text,family,flat,normal
2024-10-10 00:04:08,Partner A,[image],image,commute,flat,normal
2024-10-10 00:10:30,Partner A,not funny,text,work,flat,normal
2024-10-10 00:15:05,Partner B,sleep soon,text,plans,flat,normal
2024-10-10 00:18:00,Partner B,i'll pick you up after this last call,text,commute,flat,normal
2024-10-10 00:23:33,Partner A,[image],image,commute,flat,normal
2024-10-10 00:27:09,Partner B,code review is still going,text,work,flat,normal
2024-10-10 00:34:05,Partner B,sleep first,text,sleep,flat,normal
2024-10-10 00:36:04,Partner B,bug is fixed but i need to watch it,text,work,flat,normal
2024-10-10 00:38:01,Partner B,[voice 13s],voice,conflict,frustrated,normal
2024-10-10 00:46:02,Partner A,you disappeared again,text,conflict,frustrated,normal
2024-10-10 00:57:12,Partner A,can we not do spicy today,text,food,flat,normal
2024-10-10 08:08:38,Partner A,awake?,text,sleep,flat,normal
2024-10-10 08:17:00,Partner A,trash day is tomorrow,text,chores,flat,normal
2024-10-10 08:23:11,Partner B,morning,text,commute,flat,normal
2024-10-10 08:52:03,Partner A,tired,text,food,flat,normal
2024-10-10 08:57:21,Partner B,morning,text,chores,flat,normal
2024-10-10 09:21:05,Partner B,[image],image,commute,flat,normal
2024-10-10 09:21:52,Partner B,ok,text,food,flat,normal
2024-10-10 12:09:04,Partner B,"train is delayed again, sorry",text,commute,flat,normal
2024-10-10 12:34:02,Partner B,don't rush,text,food,flat,normal
2024-10-10 12:36:05,Partner A,what are we eating?,text,food,flat,normal
2024-10-10 12:52:05,Partner A,omg,text,plans,flat,normal
2024-10-10 12:53:11,Partner A,lol,text,chores,flat,normal
2024-10-10 12:58:37,Partner B,rent went through,text,chores,flat,normal
2024-10-10 13:08:02,Partner A,tired,text,affection,warm,normal
2024-10-10 13:08:12,Partner A,where are you,text,food,flat,normal
2024-10-10 13:20:34,Partner A,?,text,sleep,flat,normal
2024-10-10 13:22:03,Partner B,ok bring the charger,text,plans,flat,normal
2024-10-10 18:15:03,Partner A,fine,text,food,flat,normal
2024-10-10 18:20:05,Partner B,bring the charger,text,plans,flat,normal
2024-10-10 18:20:36,Partner B,rent went through,text,chores,flat,normal
2024-10-10 18:33:06,Partner B,tickets are in my email,text,plans,flat,normal
2024-10-10 18:44:54,Partner B,close your laptop,text,sleep,flat,normal
2024-10-10 18:47:03,Partner B,eat first,text,work,flat,normal
2024-10-10 19:06:48,Partner B,ok don't worry about it,text,money,flat,normal
2024-10-10 19:09:07,Partner A,not funny,text,chores,flat,normal
2024-10-10 19:17:05,Partner A,i can't sleep,text,sleep,flat,normal
2024-10-10 19:19:06,Partner A,we need to decide,text,plans,flat,normal
2024-10-10 19:23:09,Partner A,nooo,text,food,flat,normal
2024-10-10 19:29:06,Partner B,you need rest,text,sleep,flat,normal
2024-10-10 19:44:11,Partner B,ten minutes if traffic behaves,text,commute,flat,normal
2024-10-10 19:46:10,Partner B,goodnight,text,sleep,flat,normal
2024-10-10 19:46:13,Partner A,tired,text,commute,flat,normal
2024-10-10 19:49:04,Partner B,leave the receipt on the table,text,chores,flat,normal
2024-10-10 19:53:09,Partner B,i saved you some,text,food,flat,normal
2024-10-10 19:54:02,Partner A,i missed the bus,text,commute,flat,normal
2024-10-10 22:05:30,Partner A,not funny,text,plans,flat,normal
2024-10-10 22:08:07,Partner A,"don't buy milk, we still have some",text,food,flat,normal
2024-10-10 22:09:06,Partner A,omg,text,plans,flat,normal
2024-10-10 22:22:06,Partner B,i saved you some,text,food,flat,normal
2024-10-10 22:35:09,Partner A,we need paper towels?,text,chores,flat,normal
2024-10-10 22:42:07,Partner A,eat what,text,family,flat,normal
2024-10-10 22:49:10,Partner B,ok,text,chores,flat,normal
2024-10-10 22:53:08,Partner B,sleep soon,text,chores,flat,normal
2024-10-10 22:54:01,Partner A,?,text,commute,flat,normal
2024-10-10 22:59:13,Partner B,parking is impossible near your building?,text,commute,flat,normal
2024-10-10 23:04:55,Partner A,are you sleeping,text,sleep,flat,normal
2024-10-10 23:07:07,Partner B,code review is still going,text,work,flat,normal
2024-10-10 23:08:05,Partner B,"i'll reply after standup, not ignoring you",text,work,flat,normal
2024-10-10 23:14:03,Partner A,tired,text,food,flat,normal
2024-10-10 23:22:04,Partner A,are you sleeping,text,food,flat,normal
2024-10-10 23:26:06,Partner B,saw it,text,commute,flat,normal
2024-10-10 23:30:04,Partner A,nooo,text,sleep,flat,normal
2024-10-10 23:42:06,Partner B,there is soup at home,text,food,flat,normal
2024-10-10 23:42:09,Partner A,omg i can't sleep?,text,sleep,flat,normal
2024-10-10 23:47:09,Partner B,saw it,text,chores,flat,normal
2024-10-10 23:57:07,Partner A,miss you,text,sleep,flat,normal
2024-10-10 23:59:03,Partner B,i ordered detergent,text,chores,flat,normal
2024-10-11 00:06:01,Partner B,sleep soon,text,food,flat,normal
2024-10-11 00:19:04,Partner A,lol,text,work,flat,normal
2024-10-11 00:35:03,Partner A,presentation is finally done,text,work,flat,normal
2024-10-11 00:35:11,Partner B,code review is still going,text,work,flat,normal
2024-10-11 00:44:08,Partner A,fine,text,plans,flat,normal
2024-10-11 00:47:11,Partner B,got it,text,work,flat,normal
2024-10-11 08:01:07,Partner A,fine,text,food,tense then repair,conflict
2024-10-11 08:02:52,Partner A,wait i'm sorry for snapping,text,repair,repairing,conflict
2024-10-11 08:08:06,Partner A,lol,text,plans,tense then repair,conflict
2024-10-11 08:43:06,Partner B,message deleted,deleted,conflict,frustrated,conflict
2024-10-11 08:46:05,Partner A,arrived,text,money,tense then repair,conflict
2024-10-11 08:46:07,Partner A,i don't want to guess,text,conflict,frustrated,conflict
2024-10-11 08:50:00,Partner A,awake?,text,commute,tense then repair,conflict
2024-10-11 08:51:10,Partner B,morning,text,repair,repairing,conflict
2024-10-11 08:55:09,Partner A,tired,text,repair,repairing,conflict
2024-10-11 09:04:08,Partner B,"i hear you, i'm not trying to make excuses",text,conflict,frustrated,conflict
2024-10-11 12:05:06,Partner B,send me half later,text,money,tense then repair,conflict
2024-10-11 12:19:12,Partner A,omg,text,food,tense then repair,conflict
2024-10-11 12:26:03,Partner A,i was waiting,text,conflict,frustrated,conflict
2024-10-11 12:34:03,Partner A,why didn't you say anything,text,conflict,frustrated,conflict
2024-10-11 12:43:10,Partner B,meeting ran over and i handled it badly,text,money,tense then repair,conflict
2024-10-11 12:44:06,Partner B,one sec,text,plans,tense then repair,conflict
2024-10-11 12:52:07,Partner B,"one sec train is delayed again, sorry",text,commute,tense then repair,conflict
2024-10-11 13:02:00,Partner A,traffic is not moving,text,commute,tense then repair,conflict
2024-10-11 13:11:05,Partner B,i like our life,text,affection,warm,conflict
2024-10-11 13:16:10,Partner A,lol can you take the package?,text,chores,tense then repair,conflict
2024-10-11 17:09:08,Partner A,pls you always say one sec,text,conflict,frustrated,conflict
2024-10-11 17:10:04,Partner B,"i hear you, i'm not trying to make excuses",text,commute,tense then repair,conflict
2024-10-11 17:10:12,Partner B,got it,text,conflict,frustrated,conflict
2024-10-11 17:13:03,Partner B,don't rush,text,food,tense then repair,conflict
2024-10-11 17:16:07,Partner A,eat what,text,conflict,frustrated,conflict
2024-10-11 17:17:27,Partner A,?,text,repair,repairing,conflict
2024-10-11 17:30:08,Partner A,nooo,text,repair,repairing,conflict
2024-10-11 17:45:10,Partner B,tickets are in my email,text,plans,tense then repair,conflict
2024-10-11 17:49:05,Partner B,my bad,text,repair,repairing,conflict
2024-10-11 17:57:07,Partner A,you disappeared again,text,conflict,frustrated,conflict
2024-10-11 18:04:12,Partner B,goodnight,text,sleep,tense then repair,conflict
2024-10-11 18:04:22,Partner A,?,text,repair,repairing,conflict
2024-10-11 18:06:06,Partner A,tired,text,repair,repairing,conflict
2024-10-11 18:18:03,Partner B,heading out deploy ran late so i was stuck for a while,text,work,tense then repair,conflict
2024-10-11 18:32:20,Partner A,lol,text,food,tense then repair,conflict
2024-10-11 18:33:03,Partner A,omg i just needed you to tell me,text,repair,repairing,conflict
2024-10-11 18:35:09,Partner B,got it,text,conflict,frustrated,conflict
2024-10-11 18:47:04,Partner A,tired,text,repair,repairing,conflict
2024-10-11 18:48:02,Partner A,that felt bad,text,conflict,frustrated,conflict
2024-10-11 18:48:07,Partner A,tired,text,conflict,frustrated,conflict
2024-10-11 21:00:25,Partner A,fine,text,conflict,frustrated,conflict
2024-10-11 21:01:09,Partner A,eat what,text,conflict,frustrated,conflict
2024-10-11 21:03:01,Partner B,meeting ran over and i handled it badly,text,conflict,frustrated,conflict
2024-10-11 21:14:04,Partner B,that was cute,text,affection,warm,conflict
2024-10-11 21:26:03,Partner B,deploy ran late so i was stuck for a while,text,work,tense then repair,conflict
2024-10-11 21:26:28,Partner A,goodnight babe,text,affection,warm,conflict
2024-10-11 21:27:12,Partner A,eat what,text,conflict,frustrated,conflict
2024-10-11 21:29:03,Partner A,?,text,work,tense then repair,conflict
2024-10-11 21:34:26,Partner B,send me half later,text,money,tense then repair,conflict
2024-10-11 21:38:03,Partner A,lol you disappeared again,text,conflict,frustrated,conflict
2024-10-11 21:41:00,Partner B,got it,text,conflict,frustrated,conflict
2024-10-11 21:44:12,Partner A,tired,text,money,tense then repair,conflict
2024-10-11 21:45:09,Partner A,i'm sorry for snapping?,text,repair,repairing,conflict
2024-10-11 21:54:03,Partner A,omg,text,conflict,frustrated,conflict
2024-10-11 21:55:04,Partner B,"i hear you, i'm not trying to make excuses",text,conflict,frustrated,conflict
2024-10-11 22:09:34,Partner A,look,text,conflict,frustrated,conflict
2024-10-11 22:18:00,Partner A,are you sleeping,text,conflict,frustrated,conflict
2024-10-11 22:18:08,Partner A,eat what,text,sleep,tense then repair,conflict
2024-10-11 22:22:01,Partner A,look,text,plans,tense then repair,conflict
2024-10-11 22:24:12,Partner B,"i hear you, i'm not trying to make excuses",text,conflict,frustrated,conflict
2024-10-11 22:28:02,Partner A,tired,text,repair,repairing,conflict
2024-10-11 22:29:22,Partner A,i don't want to guess?,text,conflict,frustrated,conflict
2024-10-11 22:32:37,Partner A,miss you,text,money,tense then repair,conflict
2024-10-11 22:37:22,Partner B,"not trying to dismiss you, i was overloaded",text,repair,repairing,conflict
2024-10-11 22:47:05,Partner A,nooo,text,repair,repairing,conflict
2024-10-11 22:50:00,Partner A,where are you,text,repair,repairing,conflict
2024-10-11 22:51:02,Partner B,"not trying to dismiss you, i was overloaded",text,repair,repairing,conflict
2024-10-11 22:52:01,Partner B,close your laptop,text,sleep,tense then repair,conflict
2024-10-11 22:56:32,Partner A,fine,text,plans,tense then repair,conflict
2024-10-11 22:59:12,Partner A,fine,text,conflict,frustrated,conflict
2024-10-11 23:04:01,Partner A,?,text,conflict,frustrated,conflict
2024-10-11 23:07:02,Partner A,you booked it right,text,plans,tense then repair,conflict
2024-10-11 23:10:05,Partner A,[sticker],sticker,affection,warm,conflict
2024-10-11 23:14:10,Partner A,eat what,text,work,tense then repair,conflict
2024-10-11 23:19:12,Partner A,are you sleeping,text,plans,tense then repair,conflict
2024-10-11 23:22:00,Partner B,eat first,text,work,tense then repair,conflict
2024-10-11 23:22:02,Partner B,meeting,text,conflict,frustrated,conflict
2024-10-11 23:24:55,Partner B,ok meeting ran over and i handled it badly,text,conflict,frustrated,conflict
2024-10-11 23:28:07,Partner A,i am at the gate,text,commute,tense then repair,conflict
2024-10-11 23:29:12,Partner A,lol,text,repair,repairing,conflict
2024-10-11 23:36:09,Partner A,i don't want to guess,text,conflict,frustrated,conflict
2024-10-11 23:40:03,Partner A,wait,text,conflict,frustrated,conflict
2024-10-11 23:40:03,Partner A,are you sleeping,text,affection,warm,conflict
2024-10-11 23:43:02,Partner B,my bad,text,conflict,frustrated,conflict
2024-10-11 23:45:07,Partner B,sleep soon,text,sleep,tense then repair,conflict
2024-10-11 23:47:02,Partner B,later,text,conflict,frustrated,conflict
2024-10-11 23:48:00,Partner A,my manager moved the meeting again,text,work,tense then repair,conflict
2024-10-11 23:51:05,Partner B,sleep soon,text,repair,repairing,conflict
2024-10-12 00:14:10,Partner A,i was waiting,text,conflict,frustrated,conflict
2024-10-12 00:25:12,Partner A,we should stop buying coffee,text,money,tense then repair,conflict
2024-10-12 00:32:00,Partner B,sure,text,sleep,tense then repair,conflict
2024-10-12 00:49:35,Partner A,"okay, i understand now",text,repair,repairing,conflict
2024-10-12 00:51:12,Partner A,ah,text,commute,tense then repair,conflict
2024-10-12 00:59:01,Partner B,sleep soon,text,conflict,frustrated,conflict
2024-10-12 01:05:03,Partner A,?,text,repair,repairing,conflict
2024-10-12 01:12:02,Partner B,"i hear you, i'm not trying to make excuses",text,conflict,frustrated,conflict
2024-10-12 01:16:05,Partner B,home,text,food,tense then repair,conflict
2024-10-12 01:19:07,Partner B,"my bad not trying to dismiss you, i was overloaded",text,repair,repairing,conflict
2024-10-12 01:32:05,Partner B,one sec,text,sleep,tense then repair,conflict
2024-10-12 08:08:00,Partner A,the sink is weird again,text,chores,logistics,weekend
2024-10-12 08:12:01,Partner B,we can leave early,text,family,logistics,weekend
2024-10-12 08:14:12,Partner B,i'll check bring the charger,text,plans,logistics,weekend
2024-10-12 08:25:01,Partner B,heading out i paid already,text,money,logistics,weekend
2024-10-12 08:40:00,Partner A,your sister texted me?,text,family,logistics,weekend
2024-10-12 08:51:00,Partner B,morning,text,plans,logistics,weekend
2024-10-12 08:52:03,Partner B,don't rush,text,food,logistics,weekend
2024-10-12 08:53:11,Partner A,tired,text,chores,logistics,weekend
2024-10-12 08:57:12,Partner B,don't rush we can leave early,text,family,logistics,weekend
2024-10-12 09:17:05,Partner A,wait,text,chores,logistics,weekend
2024-10-12 09:17:09,Partner B,i'll call them later?,text,family,logistics,weekend
2024-10-12 09:29:08,Partner A,ah,text,plans,logistics,weekend
2024-10-12 12:01:07,Partner A,i'm downstairs,text,commute,logistics,weekend
2024-10-12 12:02:10,Partner A,nooo,text,sleep,logistics,weekend
2024-10-12 12:12:10,Partner B,i'll handle it,text,family,logistics,weekend
2024-10-12 12:23:00,Partner B,i'll clean it tonight,text,chores,logistics,weekend
2024-10-12 12:24:11,Partner A,look,text,family,logistics,weekend
2024-10-12 12:34:07,Partner B,send me half later,text,money,logistics,weekend
2024-10-12 12:36:01,Partner A,omg,text,food,logistics,weekend
2024-10-12 12:39:02,Partner A,send me the address again?,text,commute,logistics,weekend
2024-10-12 12:43:03,Partner B,meeting,text,food,logistics,weekend
2024-10-12 12:45:02,Partner A,eat what,text,chores,logistics,weekend
2024-10-12 12:45:04,Partner A,you booked it right,text,plans,logistics,weekend
2024-10-12 12:49:06,Partner A,can you take the package,text,chores,logistics,weekend
2024-10-12 13:06:06,Partner A,i am starving,text,food,logistics,weekend
2024-10-12 13:12:12,Partner A,[image],image,food,logistics,weekend
2024-10-12 13:17:02,Partner B,receipt is in the bag,text,money,logistics,weekend
2024-10-12 13:18:03,Partner A,arrived,text,chores,logistics,weekend
2024-10-12 13:19:12,Partner A,omg,text,chores,logistics,weekend
2024-10-12 13:23:06,Partner B,home,text,chores,logistics,weekend
2024-10-12 13:26:53,Partner B,i'll clean it tonight,text,chores,logistics,weekend
2024-10-12 13:28:02,Partner A,lol can you take the package,text,chores,logistics,weekend
2024-10-12 18:01:06,Partner B,tickets are in my email?,text,plans,logistics,weekend
2024-10-12 18:10:04,Partner A,look,text,food,logistics,weekend
2024-10-12 18:21:02,Partner A,arrived,text,food,logistics,weekend
2024-10-12 18:33:03,Partner B,code review is still going,text,work,logistics,weekend
2024-10-12 18:33:10,Partner B,eat first,text,plans,logistics,weekend
2024-10-12 18:37:07,Partner A,tired,text,work,logistics,weekend
2024-10-12 18:38:07,Partner A,miss you,text,conflict,frustrated,weekend
2024-10-12 18:51:06,Partner B,bring the charger?,text,plans,logistics,weekend
2024-10-12 18:56:21,Partner B,tickets are in my email?,text,plans,logistics,weekend
